,이름,사용가능시간,구분,사용가능,사용중,사용불가,도로명주소,연락처,충전요금,급속충전량,참고사항
2261,진영공설운동장,24시간 이용가능,급속,1,1,0,경상남도 김해시 진영읍 진영리 1347 ,1661-9408,무료,급속(100kW멀티),없음 
2262,진영문화센터,24시간 이용가능,급속,0,1,0,경상남도 김해시 진영읍 김해대로 440 (김해대로 440),1661-9408,유료,급속(50kW),없음 
2263,진영휴게소(부산방향),24시간 이용가능,급속,1,0,0,"경상남도 김해시 진영읍 하계로96번길 94-4 , 주유소 옆 주차장(우동리 415)",1661-9408,유료,급속(50kW),없음 
2264,진전면사무소,24시간 이용가능,급속,1,0,0,경상남도 창원시 마산합포구 진전면 오서리 604-3 ,1661-9408,유료,급속(50kW),없음 
2265,진주시농산물도매시장,24시간 이용가능,급속,2,0,0,경상남도 진주시 남강로 1689 ,1661-9408,유료,급속(200kW동시),없음 
2266,진주시청,평일07:00~18:00,급속,0,0,1,"경상남도 진주시 동진로 155 , 지하주차장 1층 라-1구역(상대동 284)",1661-9408,유료,급속(50kW),평일 07:00~18:00 / 주차비 1시간 무료 
2267,진주현대서비스,07:00 ~ 19:00 (주말이용불가),급속,1,0,0,경상남도 진주시 내동면 내동로 110 ,1661-9408,유료,급속(50kW),없음 
2268,진주휴게소(부산방향),24시간 이용가능,급속,1,0,0,경상남도 진주시 남해고속도로 194  충전소 우측 공터(호탄동 382),1661-9408,유료,급속(50kW),없음 
2269,진주휴게소(부산방향),24시간 이용가능,급속,1,0,0,경상남도 진주시 남해고속도로 194 ,1661-9408,유료,급속(100kW멀티),없음 
2270,진해해양공원,24시간 이용가능,급속,1,0,0,"경상남도 창원시 진해구 명동로 62 , 진해해양공원 지상전망대 옆(명동 656)",1661-9408,유료,급속(50kW),없음 
2271,차황면사무소주차장,24시간 이용가능,급속,2,0,0,경상남도 산청군 차황면 장위리 18-3 ,1661-9408,무료,급속(100kW동시),없음 
2272,창녕군민체육관,24시간 이용가능,급속,1,0,0,경상남도 창녕군 창녕읍 창녕대로 307 (퇴천리 80),1661-9408,유료,급속(50kW),없음 
2273,창녕군청,24시간 이용가능,급속,3,0,0,경상남도 창녕군 창녕읍 군청길 1 ,1661-9408,유료,"급속(100kW멀티), 급속(200kW동시)",없음 
2274,창선교 주차장,24시간 이용가능,급속,2,0,0,경상남도 남해군 삼동면 지족리 291-11 ,1661-9408,유료,급속(200kW동시),없음 
2275,창원시청,24시간 이용가능,급속,1,0,0,경상남도 창원시 의창구 중앙대로 151 ,1661-9408,유료,급속(50kW),"평일 17:00 이후 무료,주말 완전무료,업무상 방문 한시간 무료,30분당 500원 / 30분 이후 10분 초과시 200원  "
2276,청학동 박물관 (청학동 공영주차장),24시간 이용가능,급속,2,0,1,경상남도 하동군 청학로 2526 ,1661-9408,유료,"급속(100kW멀티), 급속(200kW동시)",없음 
2277,칠서지방산업단지,24시간 이용가능,급속,2,0,0,경상남도 함안군 칠서면 공단안길 12 (농협) ,1661-9408,유료,급속(200kW동시),없음 
2278,칠서휴게소(양평방향),24시간 이용가능,급속,2,0,0,경상남도 함안군 칠서면 계룡로 122-1 (계내리) ,1661-9408,유료,급속(50kW),없음 
2279,통도사휴게소(부산방향),24시간 이용가능,급속,3,0,0,경상남도 양산시 하북면 경부고속도로 31-1 (순지리) ,1661-9408,유료,급속(50kW),없음 
2280,통도호텔,24시간 이용가능,급속,1,0,0,경상남도 양산시 신평강변8길 11 ,1661-9408,유료,급속(50kW),없음 
2281,통영시청1청사,24시간 이용가능,급속,2,0,0,경상남도 통영시 무전동 357 ,1661-9408,무료,급속(100kW동시),50% 감면 
2282,평산동 행정복지센터,24시간 이용가능,급속,1,0,0,경상남도 양산시 평산로 71 ,1661-9408,유료,급속(100kW멀티),없음 
2283,포유주유소,24시간 이용가능,급속,0,0,1,경상남도 양산시 어곡터널로40 ,1661-9408,유료,급속(50kW),없음 
2284,표충사 관광지 공영주차장,24시간 이용가능,급속,2,0,0,경상남도 밀양시 단장면 구천리 2052번지 ,1661-9408,유료,급속(200kW동시),없음 
2285,풍호동공영주차장(노외주차장),24시간 이용가능,급속,1,0,0,경상남도 창원시 진해구 풍호동 305-21 ,1661-9408,유료,급속(50kW),없음 
2286,하남읍행정복지센터,24시간 이용가능,급속,2,0,0,경상남도 밀양시 하남읍 수산리 469-13 ,1661-9408,무료,급속(100kW동시),없음 
2287,하동군청,24시간 이용가능,급속,0,1,0,경상남도 하동군 하동읍 군청로 23 (군청로 23),1661-9408,유료,급속(50kW),없음 
2288,하동문화예술회관,24시간 이용가능,급속,1,0,0,경상남도 하동군 하동읍 읍내리 962-2 ,1661-9408,무료,급속(100kW멀티),없음 
2289,하북문화의집,24시간 이용가능,급속,2,0,0,경상남도 양산시 하북면 순지리 756-93 ,1661-9408,무료,급속(200kW동시),없음 
2290,학섬휴게소,24시간 이용가능,급속,0,1,0,경상남도 통영시 도산면 남해안대로 1869 (도선리 374-6),1661-9408,유료,급속(50kW),없음 
2291,한국도로공사창원지사,24시간 이용가능,급속,1,0,0,경상남도 창원시 의창구 의창대로 1024 ,1661-9408,유료,급속(50kW),없음 
2292,한국세라믹기술원 본원,24시간 이용가능,급속,1,0,0,경상남도 진주시 충무공동 15-4 ,1661-9408,무료,급속(100kW멀티),없음 
2293,한국전기연구원 창업보육센터 주차장,24시간 이용가능,급속,0,2,0,경상남도 창원시 성산구 성주동 178 ,1661-9408,무료,급속(100kW동시),없음 
2294,한려해상국립공원사무소 금산분소,24시간 이용가능,급속,2,0,0,경상남도 남해군 이동면 보리암로 287 ,1661-9408,유료,급속(50kW),없음 
2295,한려해상국립공원사무소 노량분소,24시간 이용가능,급속,1,0,1,경상남도 남해군 설천면 노량리 410-36 ,1661-9408,유료,급속(50kW),없음 
2296,함안군종합사회복지관,24시간 이용가능,급속,1,0,2,경상남도 함안군 칠원읍 삼칠로 155 ,1661-9408,유료,"급속(50kW), 급속(100kW동시)",없음 
2297,함안휴게소(부산방향),24시간 이용가능,급속,0,1,0,경상남도 함안군 군북면 현포로 205 (유현리) ,1661-9408,유료,급속(50kW),없음 
2298,함안휴게소(부산방향),24시간 이용가능,급속,0,1,0,경상남도 함안군 군북면 현포로 205 ,1661-9408,유료,급속(100kW멀티),없음 
2299,함양문화시설사업소,24시간 이용가능,급속,1,0,0,경상남도 함양군 함양읍 필봉산길 55 ,1661-9408,유료,급속(100kW멀티),없음 
2300,함양휴게소(통영방향),24시간 이용가능,급속,1,0,0,경상남도 함양군 지곡면 보산리 (지곡면 보산리),1661-9408,유료,급속(50kW),없음 
2301,함양휴게소(통영방향),24시간 이용가능,급속,1,0,0,경상남도 함양군 지곡면 효산길 23-31 (보산리) ,1661-9408,유료,급속(50kW),없음 
2302,함양휴게소(하남방향),24시간 이용가능,급속,1,0,0,경상남도 함양군 지곡면 보산리 (지곡면 보산리),1661-9408,유료,급속(50kW),없음 
2303,함양휴게소(하남방향),24시간 이용가능,급속,0,1,0,경상남도 함양군 지곡면 효산길 23-11 (보산리) ,1661-9408,유료,급속(50kW),없음 
2304,합천관광휴게소,24시간 이용가능,급속,1,0,0,경상남도 합천군 쌍백면 쌍백중앙로162-8 ,1661-9408,유료,급속(50kW),없음 
2305,합천군청,24시간 이용가능,급속,1,0,0,경상남도 합천군 합천읍 동서로 119 (동서로 119),1661-9408,유료,급속(50kW),없음 
2306,호암이병철생가 공영주차장,24시간 이용가능,급속,3,0,0,경상남도 의령군 정곡면 중교리 487 ,1661-9408,유료,"급속(50kW), 급속(100kW동시)",없음 
2307,홈플러스 마산점,09:00~24:00,급속,1,0,0,"경상남도 창원시 마산회원구 삼호로 56 , 지하주차장 2층(양덕동 151-1)",1661-9408,유료,급속(50kW),없음 
2308,화왕산 자연휴양림,24시간 이용가능,급속,1,0,0,경상남도 창녕군 고암면 청간길 128-126 ,1661-9408,유료,급속(50kW),없음 
2309,화정면공설운동장,24시간 이용가능,급속,1,0,0,경상남도 의령군 화정면 화정로 328 ,1661-9408,유료,급속(100kW멀티),없음 
2310,황매산만남의광장,24시간 이용가능,급속,1,0,0,"경상남도 합천군 가회면 서부로 1563 , 주차장 입구(둔내리 147-2)",1661-9408,유료,급속(50kW),없음 
2311,㈜행운식품,24시간 이용가능,급속,1,0,0,제주특별자치도 제주시 조천읍 함덕리 906번지 ,1661-9408,유료,급속(50kW),없음 
2312,강정크루즈터미널,24시간 이용가능,급속,1,1,0,제주특별자치도 서귀포시 말질로 261 ,1661-9408,무료,급속(200kW동시),없음 
2313,거문오름,24시간 이용가능,급속,1,0,0,"제주특별자치도 제주시 조천읍 선교로 569-36 , 소형주차장(선흘리 478)",1661-9408,유료,급속(50kW),없음 
2314,건입동 주민센터,24시간 이용가능,급속,1,0,0,제주특별자치도 제주시 만덕로 18 건입동 주민센터(건입동 1189-2),1661-9408,유료,급속(50kW),없음 
2315,관음사지구안내소,24시간 이용가능,급속,1,0,0,"제주특별자치도 제주시 산록북로 660 , 관음사지구 안내소 좌측 잔디주차장(아라1동 387)",1661-9408,유료,급속(50kW),없음 
2316,교래자연휴양림,24시간 이용가능,급속,1,0,0,제주특별자치도 제주시 조천읍 남조로 2023 교래자연휴양림(교래리 산95),1661-9408,유료,급속(50kW),없음 
2317,구좌읍사무소,24시간 이용가능,급속,0,0,1,제주특별자치도 제주시 구좌읍 일주동로 3116 (구좌읍 세화리 1561-7),1661-9408,유료,급속(50kW),없음 
2318,구좌체육관,24시간 이용가능,급속,0,1,0,"제주특별자치도 제주시 구좌읍 김녕로 209 , 구좌체육관 본관 주차장(김녕리 497-1)",1661-9408,유료,급속(50kW),없음 
2319,국토교통부 인재개발원 앞 주차장,24시간 이용가능,급속,1,0,0,제주특별자치도 서귀포시 서호동 1603 주차장 안쪽,1661-9408,유료,급속(50kW),주차요금 별도 
2320,김녕119지역센터,24시간 이용가능,급속,2,0,0,제주특별자치도 제주시 구좌읍 김녕로 242 ,1661-9408,무료,급속(200kW동시),없음 
2321,남원119센터,24시간 이용가능,급속,1,0,0,제주특별자치도 서귀포시 남원읍 남원체육관로221번길 23 ,1661-9408,무료,급속(100kW멀티),없음 
2322,남원읍 공영주차장,24시간 이용가능,급속,0,1,0,제주특별자치도 서귀포시 남원읍 남원리 84-2 ,1661-9408,유료,급속(50kW),주차요금 별도 
2323,남원읍동부보건소,24시간 이용가능,급속,1,0,0,"제주특별자치도 서귀포시 남원읍 태위로 527 , 본관 주차장(남원리 2359-1)",1661-9408,유료,급속(50kW),없음 
2324,노형동주민센터,24시간 이용가능,급속,2,0,0,"제주특별자치도 제주시 노형9길 9-4,  주차장(노형동 3793-1)",1661-9408,유료,급속(50kW),없음 
2325,녹고뫼안트레안내센터,24시간 이용가능,급속,0,1,0,"제주특별자치도 제주시 애월읍 녹고메길 165 , 도로쪽 주차장(유수암리 1178-1)",1661-9408,유료,급속(50kW),없음 
2326,대륜동주민센터,24시간 이용가능,급속,0,1,0,제주특별자치도 서귀포시 일주동로 9158 ,1661-9408,유료,급속(100kW멀티),없음 
2327,대정감협 인근 공영주차장,24시간 이용가능,급속,1,0,0,제주특별자치도 서귀포시 대정읍 하모리 964-2 주차장 좌측,1661-9408,유료,급속(50kW),주차요금 별도 
2328,대정문화체육센터,24시간 이용가능,급속,3,0,0,"제주특별자치도 서귀포시 대정읍 암반수마농로 419, 후문 우측 ",1661-9408,유료,"급속(50kW), 급속(100kW동시)",없음 
2329,도남1차e편한세상아파트,24시간 이용가능,급속,2,0,0,제주특별자치도 제주시 오남로 7-13 도남1차e편한세상아파트(도남동 800),1661-9408,유료,급속(50kW),없음 
2330,돈내코야영장,24시간 이용가능,급속,0,1,0,"제주특별자치도 서귀포시 돈내코로 114 , 본관주차장(상효동 1459)",1661-9408,유료,급속(50kW),없음 
2331,돌문화공원,24시간 이용가능,급속,1,0,0,"제주특별자치도 제주시 조천읍 남조로 2023 , 장애인주차장 2번(산 101)",1661-9408,유료,급속(50kW),없음 
2332,돌문화공원,24시간 이용가능,급속,3,0,0,제주특별자치도 제주시 조천읍 남조로 2023 ,1661-9408,유료,"급속(100kW멀티), 급속(200kW동시)",없음 
2333,동녘도서관,24시간 이용가능,급속,2,0,0,제주특별자치도 제주시 구좌읍 일주동로 3132 ,1661-9408,무료,급속(200kW동시),없음 
2334,동백동산습지센터,24시간 이용가능,급속,0,0,1,제주특별자치도 제주시 조천읍 선흘리 산12 ,1661-9408,유료,급속(50kW),없음 
2335,동부소방서,24시간 이용가능,급속,1,0,0,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7 동부소방서(오조리 933),1661-9408,유료,급속(50kW),없음 
2336,동홍동 주민센터,24시간 이용가능,급속,1,0,0,제주특별자치도 서귀포시 동홍로 104 동홍동주민센터(동홍동 577),1661-9408,유료,급속(50kW),없음 
2337,라마다프라자제주호텔,24시간 이용가능,급속,0,1,0,제주특별자치도 제주시 탑동로 66 ,1661-9408,무료,급속(100kW멀티),없음 
2338,롯데마트 제주점,10:00~23:00,급속,0,1,0,제주특별자치도 제주시 연북로 1(노형동) ,1661-9408,유료,급속(50kW),없음 
2339,만장굴,24시간 이용가능,급속,1,0,0,제주특별자치도 제주시 구좌읍 만장굴길 182 만장굴(월정리 산41-5),1661-9408,유료,급속(50kW),없음 
2340,메밀가공시설,월~금09:00~19:00,급속,2,0,0,제주특별자치도 서귀포시 안덕면 광평리 211 ,1661-9408,유료,급속(200kW동시),없음 
2341,모구리야영장,24시간 이용가능,급속,1,0,0,제주특별자치도 서귀포시 성산읍 서성일로 260 모구리야영장(난산리 2971),1661-9408,유료,급속(50kW),없음 
2342,무릉문화의집,24시간 이용가능,급속,1,0,0,제주특별자치도 서귀포시 대정읍 무릉리 3314-1 ,1661-9408,유료,급속(50kW),없음 
2343,문화예술진흥원,24시간 이용가능,급속,2,0,0,제주특별자치도 제주시 동광로 69 ,1661-9408,무료,급속(200kW동시),없음 
2344,민속자연사박물관,24시간 이용가능,급속,1,0,0,제주특별자치도 제주시 삼성로 40 민속자연사박물관(일도이동 996-1),1661-9408,유료,급속(50kW),없음 
2345,방송통신융합센터,24시간 이용가능,급속,0,1,0,"제주특별자치도 제주시 첨단로 241 , 주차장(영평동 2231-1)",1661-9408,유료,급속(50kW),없음 
2346,별빛누리공원,24시간 이용가능,급속,1,0,0,"제주특별자치도 제주시 선돌목동길 60 , 본관 주차장(산 34)",1661-9408,유료,급속(50kW),없음 
2347,보건환경연구원,24시간 이용가능,급속,1,0,0,제주특별자치도 제주시 삼동길 41 보건환경연구원(연동 1452-1),1661-9408,유료,급속(50kW),없음 
2348,보목하수처리장,24시간 이용가능,급속,1,0,0,제주특별자치도 서귀포시 보목로 64번길 155 보목하수처리장(보목동 1411-1),1661-9408,유료,급속(50kW),없음 
2349,봄그리고가을리조트,24시간 이용가능,급속,0,1,0,제주특별자치도 서귀포시 성산읍 해맞이해안로2660 ,1661-9408,유료,급속(50kW),없음 
2350,봉개동 주민센터,24시간 이용가능,급속,0,1,0,제주특별자치도 제주시 봉개북1길 15 봉개동주민센터(봉개동 1824-1),1661-9408,유료,급속(50kW),없음 
2351,봉개동공영주차장,24시간 이용가능,급속,0,1,0,제주특별자치도 제주시 봉개동 1854-1 ,1661-9408,유료,급속(100kW멀티),없음 
2352,봉성리종합복지회관,24시간 이용가능,급속,1,0,0,제주특별자치도 제주시 애월읍 봉성로 105 (봉성리 3808-6),1661-9408,유료,급속(50kW),없음 
